274	176	210
274	210	176
275	77	264
275	165	220
275	220	165
275	264	77
277	115	252
277	252	115
280	168	224
280	224	168
281	160	231
281	231	160
285	171	228
285	228	171
286	110	264
286	264	110
287	63	280
287	280	63
289	136	255
289	161	240
289	240	161
289	255	136
290	34	288
290	48	286
290	174	232
290	200	210
290	210	200
290	232	174
290	286	48
290	288	34
291	195	216
291	216	195
292	192	220
292	220	192
293	68	285
293	285	68
295	177	236
295	236	177
296	96	280
296	280	96
298	102	280
298	280	102
299	115	276
299	276	115
300	84	288
300	180	240
300	240	180
300	288	84
303	60	297
303	297	60
305	55	300
305	136	273
305	183	244
305	207	224
305	224	207
305	244	183
305	273	136
305	300	55
306	144	270
306	270	144
310	186	248
310	248	186
312	120	288
312	288	120
313	25	312
313	312	25
314	170	264
314	264	170
315	189	252
315	252	189
317	75	308
317	308	75
318	168	270
318	270	168
319	220	231
319	231	220
320	192	256
320	256	192
323	152	285
323	285	152
325	36	323
325	80	315
325	91	312
325	125	300
325	165	280
325	195	260
325	204	253
325	253	204
325	260	195
325	280	165
325	300	125
325	312	91
325	315	80
325	323	36
327	180	273
327	273	180
328	72	320
328	320	72
330	198	264
330	264	198
333	108	315
333	315	108
335	201	268
335	268	201
337	175	288
337	288	175
338	130	312
338	238	240
338	240	238
338	312	130
339	45	336
339	336	45
340	52	336
340	144	308
340	160	300
340	204	272
340	272	204
340	300	160
340	308	144
340	336	52
345	207	276
345	276	207
346	104	330
346	330	104
348	240	252
348	252	240
349	180	299
349	299	180
350	98	336
350	210	280
350	280	210
350	336	98
351	135	324
351	324	135
353	225	272
353	272	225
355	213	284
355	284	213
356	156	320
356	320	156
357	168	315
357	315	168
360	216	288
360	288	216
362	38	360
362	360	38
364	140	336
364	336	140
365	27	364
365	76	357
365	219	292
365	240	275
365	275	240
365	292	219
365	357	76
365	364	27
366	66	360
366	360	66
369	81	360
369	360	81
370	114	352
370	120	350
370	208	306
370	222	296
370	296	222
370	306	208
370	350	120
370	352	114
371	196	315
371	315	196
373	252	275
373	275	252
374	176	330
374	330	176
375	105	360
375	132	351
375	225	300
375	300	225
375	351	132
375	360	105
377	135	352
377	145	348
377	152	345
377	260	273
377	273	260
377	345	152
377	348	145
377	352	135
380	228	304
380	304	228
385	231	308
385	308	231
386	190	336
386	336	190
388	260	288
388	288	260
389	189	340
389	340	189
390	96	378
390	150	360
390	198	336
390	234	312
390	312	234
390	336	198
390	360	150
390	378	96
391	184	345
391	345	184
394	56	390
394	390	56
395	237	316
395	316	237
397	228	325
397	325	228
400	112	384
400	240	320
400	320	240
400	384	112
401	40	399
401	399	40
403	155	372
403	372	155
404	80	396
404	396	80
405	243	324
405	324	243
406	280	294
406	294	280
407	132	385
407	385	132
408	192	360
408	360	192
409	120	391
409	391	120
410	90	400
410	168	374
410	246	328
410	266	312
410	312	266
410	328	246
410	374	168
410	400	90
411	264	315
411	315	264
415	249	332
415	332	249
416	160	384
416	384	160
420	252	336
420	336	252
421	29	420
421	420	29
424	224	360
424	360	224
425	65	420
425	87	416
425	119	408
425	180	385
425	200	375
425	255	340
425	297	304
425	304	297
425	340	255
425	375	200
425	385	180
425	408	119
425	416	87
425	420	65
427	77	420
427	420	77
429	165	396
429	396	165
430	258	344
430	344	258
433	145	408
433	408	145
435	51	432
435	72	429
435	261	348
435	300	315
435	315	300
435	348	261
435	429	72
435	432	51
436	240	364
436	364	240
438	288	330
438	330	288
440	264	352
440	352	264
442	42	440
442	170	408
442	208	390
442	280	342
442	342	280
442	390	208
442	408	170
442	440	42
444	144	420
444	420	144
445	84	437
445	195	400
445	203	396
445	267	356
445	356	267
445	396	203
445	400	195
445	437	84
447	153	420
447	420	153
449	280	351
449	351	280
450	126	432
450	270	360
450	360	270
450	432	126
451	99	440
451	440	99
452	60	448
452	448	60
455	112	441
455	175	420
455	231	392
455	273	364
455	364	273
455	392	231
455	420	175
455	441	112
457	168	425
457	425	168
458	120	442
458	442	120
459	216	405
459	405	216
460	276	368
460	368	276
461	261	380
461	380	261
464	320	336
464	336	320
465	279	372
465	372	279
466	210	416
466	416	210
468	180	432
468	432	180
470	282	376
470	376	282
471	255	396
471	396	255
475	133	456
475	285	380
475	380	285
475	456	133
476	224	420
476	420	224
477	252	405
477	405	252
480	288	384
480	384	288
481	31	480
481	156	455
481	185	444
481	319	360
481	360	319
481	444	185
481	455	156
481	480	31
482	240	418
482	418	240
485	44	483
485	93	476
485	291	388
485	325	360
485	360	325
485	388	291
485	476	93
485	483	44
488	88	480
488	480	88
490	294	392
490	392	294
492	108	480
492	480	108
493	132	475
493	155	468
493	232	435
493	340	357
493	357	340
493	435	232
493	468	155
493	475	132
494	190	456
494	456	190
495	297	396
495	396	297
500	140	480
500	176	468
500	300	400
500	400	300
500	468	176
500	480	140
505	100	495
505	217	456
505	303	404
505	336	377
505	377	336
505	404	303
505	456	217
505	495	100
507	195	468
507	357	360
507	360	357
507	468	195
509	220	459
509	459	220
510	78	504
510	216	462
510	240	450
510	306	408
510	408	306
510	450	240
510	462	216
510	504	78
511	336	385
511	385	336
514	64	510
514	510	64
515	309	412
515	412	309
518	168	490
518	490	168
519	156	495
519	495	156
520	128	504
520	200	480
520	264	448
520	312	416
520	416	312
520	448	264
520	480	200
520	504	128
521	279	440
521	440	279
522	360	378
522	378	360
525	147	504
525	315	420
525	420	315
525	504	147
527	248	465
527	465	248
530	46	528
530	192	494
530	280	450
530	318	424
530	424	318
530	450	280
530	494	192
530	528	46
533	92	525
533	117	520
533	205	492
533	308	435
533	435	308
533	492	205
533	520	117
533	525	92
534	234	480
534	480	234
535	321	428
535	428	321
538	138	520
538	520	138
540	324	432
540	432	324
541	341	420
541	420	341
543	57	540
543	540	57
544	256	480
544	480	256
545	33	544
545	184	513
545	300	455
545	327	436
545	436	327
545	455	300
545	513	184
545	544	33
546	210	504
546	504	210
548	352	420
548	420	352
549	99	540
549	540	99
550	154	528
550	330	440
550	440	330
550	528	154
551	380	399
551	399	380
554	230	504
554	504	230
555	171	528
555	180	525
555	312	459
555	333	444
555	444	333
555	459	312
555	525	180
555	528	171
557	165	532
557	532	165
559	215	516
559	516	215
560	336	448
560	448	336
561	264	495
561	495	264
562	320	462
562	462	320
565	75	560
565	276	493
565	339	452
565	396	403
565	403	396
565	452	339
565	493	276
565	560	75
569	231	520
569	520	231
570	342	456
570	456	342
572	220	528
572	528	220
574	126	560
574	560	126
575	161	552
575	345	460
575	460	345
575	552	161
577	48	575
577	575	48
578	272	510
578	322	480
578	480	322
578	510	272
579	285	504
579	504	285
580	68	576
580	96	572
580	348	464
580	400	420
580	420	400
580	464	348
580	572	96
580	576	68
582	390	432
582	432	390
583	308	495
583	495	308
584	384	440
584	440	384
585	144	567
585	225	540
585	297	504
585	351	468
585	468	351
585	504	297
585	540	225
585	567	144
586	136	570
586	570	136
590	354	472
590	472	354
591	84	585
591	585	84
592	192	560
592	560	192
593	368	465
593	465	368
595	91	588
595	252	539
595	280	525
595	357	476
595	476	357
595	525	280
595	539	252
595	588	91
596	204	560
596	560	204
598	230	552
598	552	230
600	168	576
600	360	480
600	480	360
600	576	168
601	240	551
601	551	240
605	363	484
605	484	363
606	120	594
606	594	120
609	420	441
609	441	420
610	110	600
610	272	546
610	366	488
610	414	448
610	448	414
610	488	366
610	546	272
610	600	110
611	235	564
611	564	235
612	288	540
612	540	288
613	35	612
613	612	35
615	135	600
615	252	561
615	369	492
615	399	468
615	468	399
615	492	369
615	561	252
615	600	135
617	105	608
617	608	105
620	372	496
620	496	372
623	273	560
623	560	273
624	240	576
624	576	240
625	175	600
625	220	585
625	336	527
625	375	500
625	500	375
625	527	336
625	585	220
625	600	175
626	50	624
626	624	50
628	340	528
628	528	340
629	100	621
629	204	595
629	296	555
629	429	460
629	460	429
629	555	296
629	595	204
629	621	100
630	378	504
630	504	378
634	150	616
634	616	150
635	381	508
635	508	381
636	336	540
636	540	336
637	245	588
637	588	245
638	440	462
638	462	440
640	384	512
640	512	384
641	200	609
641	609	200
645	387	516
645	516	387
646	304	570
646	570	304
650	72	646
650	160	630
650	182	624
650	250	600
650	330	560
650	390	520
650	408	506
650	506	408
650	520	390
650	560	330
650	600	250
650	624	182
650	630	160
650	646	72
653	315	572
653	572	315
654	360	546
654	546	360
655	393	524
655	524	393
656	144	640
656	640	144
657	432	495
657	495	432
660	396	528
660	528	396
661	300	589
661	589	300
663	63	660
663	255	612
663	312	585
663	420	513
663	513	420
663	585	312
663	612	255
663	660	63
665	399	532
665	532	399
666	216	630
666	630	216
667	460	483
667	483	460
670	402	536
670	536	402
671	121	660
671	660	121
673	385	552
673	552	385
674	350	576
674	576	350
675	189	648
675	405	540
675	540	405
675	648	189
676	260	624
676	476	480
676	480	476
676	624	260
677	52	675
677	675	52
678	90	672
678	672	90
679	455	504
679	504	455
680	104	672
680	288	616
680	320	600
680	408	544
680	544	408
680	600	320
680	616	288
680	672	104
685	37	684
685	156	667
685	411	548
685	440	525
685	525	440
685	548	411
685	667	156
685	684	37
687	180	663
687	663	180
689	111	680
689	265	636
689	364	585
689	400	561
689	561	400
689	585	364
689	636	265
689	680	111
690	414	552
690	552	414
692	208	660
692	660	208
695	417	556
695	556	417
696	480	504
696	504	480
697	153	680
697	185	672
697	328	615
697	455	528
697	528	455
697	615	328
697	672	185
697	680	153
698	360	598
698	598	360
699	315	624
699	624	315
700	196	672
700	420	560
700	560	420
700	672	196
701	260	651
701	651	260
702	270	648
702	648	270
703	228	665
703	665	228
705	423	564
705	564	423
706	450	544
706	544	450
707	140	693
707	693	140
709	259	660
709	660	259
710	426	568
710	568	426
712	312	640
712	640	312
714	336	630
714	630	336
715	176	693
715	275	660
715	363	616
715	429	572
715	572	429
715	616	363
715	660	275
715	693	176
720	432	576
720	576	432
723	360	627
723	627	360
724	76	720
724	720	76
725	85	720
725	120	715
725	203	696
725	333	644
725	364	627
725	435	580
725	500	525
725	525	500
725	580	435
725	627	364
725	644	333
725	696	203
725	715	120
725	720	85
728	280	672
728	672	280
730	54	728
730	152	714
730	438	584
730	480	550
730	550	480
730	584	438
730	714	152
730	728	54
731	344	645
731	645	344
732	132	720
732	720	132
733	108	725
733	725	108
735	441	588
735	588	441
738	162	720
738	720	162
740	228	704
740	240	700
740	416	612
740	444	592
740	592	444
740	612	416
740	700	240
740	704	228
741	285	684
741	684	285
742	392	630
742	630	392
745	216	713
745	255	700
745	407	624
745	447	596
745	596	447
745	624	407
745	700	255
745	713	216
746	504	550
746	550	504
748	352	660
748	660	352
750	210	720
750	264	702
750	450	600
750	600	450
750	702	264
750	720	210
754	270	704
754	290	696
754	304	690
754	520	546
754	546	520
754	690	304
754	696	290
754	704	270
755	453	604
755	604	453
757	468	595
757	595	468
760	456	608
760	608	456
761	39	760
761	760	39
763	420	637
763	637	420
765	117	756
765	324	693
765	360	675
765	459	612
765	612	459
765	675	360
765	693	324
765	756	117
767	295	708
767	708	295
769	481	600
769	600	481
770	462	616
770	616	462
771	96	765
771	765	96
772	380	672
772	672	380
773	195	748
773	748	195
775	217	744
775	465	620
775	620	465
775	744	217
776	520	576
776	576	520
777	252	735
777	735	252
778	378	680
778	680	378
779	171	760
779	760	171
780	192	756
780	300	720
780	396	672
780	468	624
780	624	468
780	672	396
780	720	300
780	756	192
782	368	690
782	690	368
783	540	567
783	567	540
785	56	783
785	273	736
785	425	660
785	471	628
785	628	471
785	660	425
785	736	273
785	783	56
788	112	780
788	780	112
790	474	632
790	632	474
791	105	784
791	784	105
793	143	780
793	168	775
793	305	732
793	432	665
793	665	432
793	732	305
793	775	168
793	780	143
794	456	650
794	650	456
795	69	792
795	288	741
795	420	675
795	477	636
795	636	477
795	675	420
795	741	288
795	792	69
797	555	572
797	572	555
799	376	705
799	705	376
800	224	768
800	480	640
800	640	480
800	768	224
801	351	720
801	720	351
802	80	798
802	798	80
803	528	605
803	605	528
805	483	644
805	644	483
806	310	744
806	744	310
807	207	780
807	780	207
808	160	792
808	792	160
809	280	759
809	759	280
810	486	648
810	648	486
812	560	588
812	588	560
814	264	770
814	770	264
815	489	652
815	652	489
816	384	720
816	720	384
818	240	782
818	782	240
819	315	756
819	756	315
820	180	800
820	336	748
820	492	656
820	532	624
820	624	532
820	656	492
820	748	336
820	800	180
821	429	700
821	700	429
822	528	630
822	630	528
825	231	792
825	495	660
825	660	495
825	792	231
829	540	629
829	629	540
830	498	664
830	664	498
831	345	756
831	756	345
832	320	768
832	768	320
833	392	735
833	735	392
835	501	668
835	668	501
840	504	672
840	672	504
841	41	840
841	580	609
841	609	580
841	840	41
842	58	840
842	840	58
843	480	693
843	693	480
845	116	837
845	123	836
845	208	819
845	325	780
845	429	728
845	507	676
845	595	600
845	600	595
845	676	507
845	728	429
845	780	325
845	819	208
845	836	123
845	837	116
848	448	720
848	720	448
850	130	840
850	174	832
850	238	816
850	360	770
850	400	750
850	510	680
850	594	608
850	608	594
850	680	510
850	750	400
850	770	360
850	816	238
850	832	174
850	840	130
851	276	805
851	805	276
853	205	828
853	828	205
854	154	840
854	840	154
855	513	684
855	684	513
857	232	825
857	825	232
858	330	792
858	792	330
860	516	688
860	688	516
861	189	840
861	840	189
865	260	825
865	287	816
865	504	703
865	519	692
865	692	519
865	703	504
865	816	287
865	825	260
866	290	816
866	816	290
867	408	765
867	483	720
867	720	483
867	765	408
870	102	864
870	144	858
870	522	696
870	600	630
870	630	600
870	696	522
870	858	144
870	864	102
871	335	804
871	804	335
872	480	728
872	728	480
873	585	648
873	648	585
875	245	840
875	308	819
875	525	700
875	700	525
875	819	308
875	840	245
876	576	660
876	660	576
877	348	805
877	805	348
879	204	855
879	855	204
880	528	704
880	704	528
881	369	800
881	800	369
884	84	880
884	340	816
884	416	780
884	560	684
884	684	560
884	780	416
884	816	340
884	880	84
885	531	708
885	708	531
888	288	840
888	840	288
890	168	874
890	390	800
890	406	792
890	534	712
890	712	534
890	792	406
890	800	390
890	874	168
894	306	840
894	840	306
895	537	716
895	716	537
897	345	828
897	828	345
898	560	702
898	702	560
899	620	651
899	651	620
900	252	864
900	540	720
900	720	540
900	864	252
901	60	899
901	424	795
901	451	780
901	476	765
901	765	476
901	780	451
901	795	424
901	899	60
902	198	880
902	880	198
904	120	896
904	896	120
905	95	900
905	464	777
905	543	724
905	616	663
905	663	616
905	724	543
905	777	464
905	900	95
909	180	891
909	891	180
910	224	882
910	350	840
910	462	784
910	546	728
910	728	546
910	784	462
910	840	350
910	882	224
914	336	850
914	850	336
915	165	900
915	408	819
915	549	732
915	621	672
915	672	621
915	732	549
915	819	408
915	900	165
916	240	884
916	884	240
918	432	810
918	810	432
920	552	736
920	736	552
922	522	760
922	760	522
923	355	852
923	852	355
925	43	924
925	259	888
925	285	880
925	300	875
925	520	765
925	533	756
925	555	740
925	740	555
925	756	533
925	765	520
925	875	300
925	880	285
925	888	259
925	924	43
928	640	672
928	672	640
929	129	920
929	920	129
930	558	744
930	744	558
932	420	832
932	832	420
935	143	924
935	396	847
935	440	825
935	561	748
935	748	561
935	825	440
935	847	396
935	924	143
936	360	864
936	864	360
937	215	912
937	912	215
939	75	936
939	936	75
940	564	752
940	752	564
941	580	741
941	741	580
942	510	792
942	792	510
943	207	920
943	920	207
945	567	756
945	756	567
949	301	900
949	365	876
949	420	851
949	624	715
949	715	624
949	851	420
949	876	365
949	900	301
950	266	912
950	570	760
950	760	570
950	912	266
951	225	924
951	924	225
952	448	840
952	840	448
953	615	728
953	728	615
954	504	810
954	810	504
955	573	764
955	764	573
957	660	693
957	693	660
959	616	735
959	735	616
960	576	768
960	768	576
962	62	960
962	312	910
962	370	888
962	638	720
962	720	638
962	888	370
962	910	312
962	960	62
964	480	836
964	836	480
965	124	957
965	387	884
965	475	840
965	579	772
965	772	579
965	840	475
965	884	387
965	957	124
969	456	855
969	855	456
970	88	966
970	186	952
970	582	776
970	650	720
970	720	650
970	776	582
970	952	186
970	966	88
975	108	969
975	240	945
975	273	936
975	375	900
975	495	840
975	585	780
975	612	759
975	759	612
975	780	585
975	840	495
975	900	375
975	936	273
975	945	240
975	969	108
976	176	960
976	960	176
977	248	945
977	945	248
979	429	880
979	880	429
980	588	784
980	784	588
981	540	819
981	819	540
984	216	960
984	960	216
985	140	975
985	473	864
985	591	788
985	696	697
985	697	696
985	788	591
985	864	473
985	975	140
986	264	950
986	310	936
986	464	870
986	680	714
986	714	680
986	870	464
986	936	310
986	950	264
988	380	912
988	912	380
990	594	792
990	792	594
995	597	796
995	796	597
997	372	925
997	925	372
999	324	945
999	945	324
1000	280	960
1000	352	936
1000	600	800
1000	800	600
1000	936	352
1000	960	280
1001	385	924
1001	924	385
1003	472	885
1003	885	472
1005	603	804
1005	804	603
1007	532	855
1007	855	532
1009	559	840
1009	840	559
1010	200	990
1010	434	912
1010	606	808
1010	672	754
1010	754	672
1010	808	606
1010	912	434
1010	990	200
1011	525	864
1011	864	525
1013	45	1012
1013	1012	45
1014	390	936
1014	714	720
1014	720	714
1014	936	390
1015	119	1008
1015	168	1001
1015	609	812
1015	700	735
1015	735	700
1015	812	609
1015	1001	168
1015	1008	119
1017	135	1008
1017	1008	135
1018	440	918
1018	918	440
1020	156	1008
1020	432	924
1020	480	900
1020	612	816
1020	816	612
1020	900	480
1020	924	432
1020	1008	156
1021	660	779
1021	779	660
1022	672	770
1022	770	672
1025	64	1023
1025	225	1000
1025	287	984
1025	420	935
1025	496	897
1025	615	820
1025	665	780
1025	780	665
1025	820	615
1025	897	496
1025	935	420
1025	984	287
1025	1000	225
1025	1023	64
1027	395	948
1027	948	395
1028	128	1020
1028	1020	128
1030	618	824
1030	824	618
1033	192	1015
1033	1015	192
1035	621	828
1035	828	621
1036	336	980
1036	980	336
1037	187	1020
1037	315	988
1037	488	915
1037	645	812
1037	812	645
1037	915	488
1037	988	315
1037	1020	187
1038	312	990
1038	990	312
1040	256	1008
1040	400	960
1040	528	896
1040	624	832
1040	832	624
1040	896	528
1040	960	400
1040	1008	256
1042	558	880
1042	880	558
1043	357	980
1043	980	357
1044	720	756
1044	756	720
1045	627	836
1045	836	627
1047	540	897
1047	897	540
1049	320	999
1049	999	320
1050	294	1008
1050	630	840
1050	840	630
1050	1008	294
1053	405	972
1053	972	405
1054	496	930
1054	930	496
1055	633	844
1055	844	633
1059	675	816
1059	816	675
1060	92	1056
1060	384	988
1060	560	900
1060	636	848
1060	848	636
1060	900	560
1060	988	384
1060	1056	92
1061	620	861
1061	861	620
1065	639	852
1065	852	639
1066	184	1050
1066	234	1040
1066	410	984
1066	616	870
1066	870	616
1066	984	410
1066	1040	234
1066	1050	184
1067	715	792
1067	792	715
1068	468	960
1068	960	468
1069	731	780
1069	780	731
1070	642	856
1070	856	642
1071	504	945
1071	945	504
1073	348	1015
1073	448	975
1073	495	952
1073	740	777
1073	777	740
1073	952	495
1073	975	448
1073	1015	348
1075	301	1032
1075	645	860
1075	860	645
1075	1032	301
1076	276	1040
1076	1040	276
1079	415	996
1079	996	415
1080	648	864
1080	864	648
1082	682	840
1082	840	682
1085	651	868
1085	868	651
1086	114	1080
1086	1080	114
1088	512	960
1088	960	512
1090	66	1088
1090	368	1026
1090	600	910
1090	654	872
1090	872	654
1090	910	600
1090	1026	368
1090	1088	66
1092	420	1008
1092	1008	420
1093	132	1085
1093	1085	132
1095	81	1092
1095	228	1071
1095	657	876
1095	720	825
1095	825	720
1095	876	657
1095	1071	228
1095	1092	81
1096	704	840
1096	840	704
1097	585	928
1097	928	585
1098	198	1080
1098	1080	198
1099	595	924
1099	924	595
1100	308	1056
1100	660	880
1100	880	660
1100	1056	308
1102	760	798
1102	798	760
1105	47	1104
1105	105	1100
1105	169	1092
1105	264	1073
1105	272	1071
1105	425	1020
1105	468	1001
1105	520	975
1105	561	952
1105	576	943
1105	663	884
1105	700	855
1105	744	817
1105	817	744
1105	855	700
1105	884	663
1105	943	576
1105	952	561
1105	975	520
1105	1001	468
1105	1020	425
1105	1071	272
1105	1073	264
1105	1092	169
1105	1100	105
1105	1104	47
1107	243	1080
1107	1080	243
1108	460	1008
1108	1008	460
1109	141	1100
1109	1100	141
1110	342	1056
1110	360	1050
1110	624	918
1110	666	888
1110	888	666
1110	918	624
1110	1050	360
1110	1056	342
1111	220	1089
1111	1089	220
1113	588	945
1113	945	588
1114	330	1064
1114	1064	330
1115	669	892
1115	892	669
1117	235	1092
1117	1092	235
1118	430	1032
1118	1032	430
1119	756	825
1119	825	756
1120	672	896
1120	896	672
1122	528	990
1122	990	528
1124	640	924
1124	924	640
1125	315	1080
1125	396	1053
1125	675	900
1125	900	675
1125	1053	396
1125	1080	315
1129	329	1080
1129	1080	329
1130	150	1120
1130	552	986
1130	678	904
1130	792	806
1130	806	792
1130	904	678
1130	986	552
1130	1120	150
1131	405	1056
1131	435	1044
1131	456	1035
1131	780	819
1131	819	780
1131	1035	456
1131	1044	435
1131	1056	405
1135	681	908
1135	908	681
1138	462	1040
1138	1040	462
1139	536	1005
1139	1005	536
1140	684	912
1140	912	684
1144	440	1056
1144	1056	440
1145	300	1105
1145	423	1064
1145	687	916
1145	704	903
1145	903	704
1145	916	687
1145	1064	423
1145	1105	300
1147	372	1085
1147	1085	372
1148	252	1120
1148	1120	252
1150	322	1104
1150	690	920
1150	920	690
1150	1104	322
1153	528	1025
1153	1025	528
1154	96	1150
1154	1150	96
1155	693	924
1155	924	693
1156	544	1020
1156	644	960
1156	960	644
1156	1020	544
1157	68	1155
1157	445	1068
1157	507	1040
1157	765	868
1157	868	765
1157	1040	507
1157	1068	445
1157	1155	68
1158	570	1008
1158	1008	570
1159	209	1140
1159	1140	209
1160	136	1152
1160	192	1144
1160	696	928
1160	800	840
1160	840	800
1160	928	696
1160	1144	192
1160	1152	136
1164	780	864
1164	864	780
1165	204	1147
1165	517	1044
1165	525	1040
1165	699	932
1165	932	699
1165	1040	525
1165	1044	517
1165	1147	204
1166	616	990
1166	990	616
1167	567	1020
1167	1020	567
1168	768	880
1168	880	768
1170	288	1134
1170	450	1080
1170	594	1008
1170	702	936
1170	936	702
1170	1008	594
1170	1080	450
1170	1134	288
1172	272	1140
1172	1140	272
1173	552	1035
1173	1035	552
1175	329	1128
1175	705	940
1175	940	705
1175	1128	329
1180	708	944
1180	944	708
1181	340	1131
1181	1131	340
1182	168	1170
1182	1170	168
1183	455	1092
1183	833	840
1183	840	833
1183	1092	455
1184	384	1120
1184	1120	384
1185	711	948
1185	948	711
1186	736	930
1186	930	736
1189	261	1160
1189	611	1020
1189	660	989
1189	820	861
1189	861	820
1189	989	660
1189	1020	611
1189	1160	261
1190	182	1176
1190	504	1078
1190	560	1050
1190	714	952
1190	952	714
1190	1050	560
1190	1078	504
1190	1176	182
1191	684	975
1191	975	684
1192	408	1120
1192	1120	408
1193	832	855
1193	855	832
1195	717	956
1195	956	717
1196	460	1104
1196	1104	460
1199	660	1001
1199	1001	660
1200	336	1152
1200	720	960
1200	960	720
1200	1152	336
1201	49	1200
1201	1200	49
1202	480	1102
1202	1102	480
1203	120	1197
1203	1197	120
1205	147	1196
1205	476	1107
1205	600	1045
1205	723	964
1205	964	723
1205	1045	600
1205	1107	476
1205	1196	147
1207	568	1065
1207	1065	568
1209	465	1116
1209	1116	465
1210	726	968
1210	968	726
1211	364	1155
1211	1155	364
1212	240	1188
1212	1188	240
1213	245	1188
1213	1188	245
1215	729	972
1215	972	729
1217	705	992
1217	992	705
1218	840	882
